"user_id","num_clicks","num_sessions","avg_session_duration","user_category","current_age","avg_flight_duration_hrs","travel_perk","age_group","gender","married","has_children","home_country","home_airport","home_airport_lat","home_airport_lon","sign_up_date","num_trips","num_flights","money_spent_hotel","flights_from_home_airport","total_seats","total_flight_cost","unique_destinations","total_trips_overall","times_of_group_bookings","total_revenue_generated_married","more_than_one_international_trip"
"533809","126","10","94.30","Solo","38","84.00","Food vouchers","36-45","F","true","true","usa","MKE","42.947","-87.896","2023-01-16","2","4","505","2","3","1405.15","2","2","1","1910.15","Yes"
"533975","117","8","108.75","Standard Travellers","37","0","10% off on taxi services","36-45","F","false","true","usa","SAC","38.513","-121.493","2023-01-16","3","0","4128.70","0","0","0","0","3","0","0","No"
"534246","97","8","90.13","Solo","38","72.00","Food vouchers","36-45","F","true","false","usa","HOU","29.645","-95.279","2023-01-16","2","2","1489","1","1","49.97","1","2","0","1538.97","Yes"
"534594","74","8","68.13","Solo","44","144.00","Food vouchers","36-45","F","true","false","canada","YQG","42.276","-82.956","2023-01-16","2","2","28114","1","1","147.43","1","2","0","28261.43","Yes"
"534798","132","8","122.63","Solo","28","56.00","Food vouchers","26-35","F","false","false","usa","LBB","33.664","-101.823","2023-01-16","3","6","245.0","3","3","766.914","3","3","0","0","Yes"
"535149","120","8","111.63","Business","55","96.00","Access to Business Lounges","46-60","F","false","true","usa","BTR","30.533","-91.149","2023-01-17","1","2","207.40","1","1","272.85","1","1","0","0","Yes"
"535495","134","8","124.25","Solo","43","108.00","Food vouchers","36-45","F","true","true","usa","CRP","27.77","-97.501","2023-01-17","3","4","2352","2","2","949.46","2","3","0","3301.46","Yes"
"536566","91","8","85.38","Solo","52","96.00","Food vouchers","46-60","F","false","false","usa","PHX","33.434","-112.008","2023-01-17","2","4","451","2","2","863.4","2","2","0","0","Yes"
"537177","194","9","299.08","Solo","57","56.00","Food vouchers","46-60","M","true","true","canada","YED","53.667","-113.467","2023-01-17","1","2","0","3","1","534.0710","1","1","0","1579.99","Yes"
"537373","128","9","106.78","Solo","37","91.20","Food vouchers","36-45","F","false","true","usa","LGA","40.777","-73.872","2023-01-18","5","10","2595.1","5","5","2168.75","5","5","0","0","Yes"
"537470","145","8","136.50","Standard Travellers","24","0","10% off on taxi services","18-25","F","true","true","usa","OFF","41.118","-95.913","2023-01-18","2","0","599.90","0","0","0","0","2","0","599.90","No"
"537723","107","8","99.63","Solo","17","72.00","Food vouchers","Under 18","M","false","false","usa","LGA","40.777","-73.872","2023-01-18","1","2","200","1","1","216.24","1","1","0","0","Yes"
"537725","114","8","105.63","Solo","32","60.00","Food vouchers","26-35","F","true","false","usa","CMH","39.998","-82.892","2023-01-18","2","4","390.5","2","2","336.499","2","2","0","727.00","Yes"
"538197","129","8","119.63","Solo","45","78.00","Food vouchers","36-45","F","false","false","canada","YYC","51.114","-114.02","2023-01-18","4","8","818.80","4","4","1889.2610","4","4","0","0","Yes"
"538331","165","8","152.75","Solo","40","126.00","Food vouchers","36-45","F","false","true","usa","PDX","45.589","-122.597","2023-01-18","5","8","6509","4","5","1981.14","4","5","1","0","Yes"
"538691","174","8","161.88","Solo","52","136.00","Food vouchers","46-60","F","true","false","canada","YMX","45.68","-74.039","2023-01-18","4","6","2540","3","3","684.18","3","4","0","3224.18","Yes"
"539315","113","9","94.22","Solo","54","80.00","Food vouchers","46-60","F","true","true","canada","YVR","49.195","-123.182","2023-01-19","3","6","1530","3","4","2179.22","3","3","1","3709.22","Yes"
"539317","226","9","187.56","Solo","39","108.00","Food vouchers","36-45","F","false","true","usa","ICT","37.65","-97.433","2023-01-19","5","8","3707.70","4","5","1625.78","4","5","1","0","Yes"
"539671","77","8","73.38","Solo","45","96.00","Food vouchers","36-45","F","true","false","canada","YYC","51.114","-114.02","2023-01-19","1","2","312","1","1","549.43","1","1","0","861.43","Yes"
"540733","113","8","104.63","Solo","35","80.00","Food vouchers","26-35","F","false","false","canada","YMX","45.68","-74.039","2023-01-19","4","6","2489.5","3","4","1234.13","2","4","1","0","Yes"
"541438","202","9","166.22","Solo","36","0","Food vouchers","36-45","F","true","false","usa","LGA","40.777","-73.872","2023-01-20","2","2","520","2","2","162.07","2","2","0","682.07","Yes"
"541735","85","8","78.38","Standard Travellers","43","0","10% off on taxi services","36-45","F","true","false","usa","CLT","35.214","-80.943","2023-01-20","1","0","2624","0","0","0","0","1","0","2624.00","No"
"542153","100","8","94.50","Solo","48","96.00","Food vouchers","46-60","F","false","false","usa","SJC","37.362","-121.929","2023-01-20","2","4","1123","2","2","1034.89","2","2","0","0","Yes"
"542189","139","9","114.22","Solo","24","96.00","Food vouchers","18-25","F","false","false","canada","YAV","50.056","-97.032","2023-01-20","1","2","268.2","1","1","355.53","1","1","0","0","Yes"
"542303","71","8","65.38","Business","42","96.00","Access to Business Lounges","36-45","F","true","true","usa","CLE","41.412","-81.85","2023-01-20","1","2","828","1","2","828.62","1","1","1","1656.62","Yes"
"542605","103","8","95.00","Solo","39","96.00","Food vouchers","36-45","F","true","true","usa","ICT","37.65","-97.433","2023-01-20","1","2","588","1","1","367.25","1","1","0","955.25","Yes"
"542796","144","8","133.00","Solo","48","80.00","Food vouchers","46-60","M","false","false","usa","LGB","33.818","-118.151","2023-01-20","4","7","95","4","7","11493.675","4","4","1","0","Yes"
"543052","158","8","147.25","Solo","40","76.80","Food vouchers","36-45","F","true","false","usa","SEA","47.449","-122.309","2023-01-20","5","10","565.00","5","7","6833.47","5","5","1","7398.47","Yes"
"543126","99","8","90.38","Business","17","48.00","Access to Business Lounges","Under 18","F","false","false","canada","YKZ","43.862","-79.37","2023-01-20","3","4","1078.50","2","4","1168.19","2","3","1","0","Yes"
"543952","150","8","138.38","Solo","39","162.00","Food vouchers","36-45","F","false","false","usa","SJC","37.362","-121.929","2023-01-21","5","9","1372.50","5","5","3056.770","5","5","0","0","Yes"
"544008","83","8","77.75","Solo","38","72.00","Food vouchers","36-45","F","false","false","usa","TIK","35.415","-97.386","2023-01-21","3","6","1495","3","4","1814.88","3","3","1","0","Yes"
"544256","97","9","80.44","Business","44","144.00","Access to Business Lounges","36-45","F","true","false","usa","BHM","33.563","-86.753","2023-01-21","1","2","288","1","2","1150.06","1","1","1","1438.06","Yes"
"544447","97","8","91.50","Business","42","24.00","Access to Business Lounges","36-45","M","true","false","canada","YEG","53.31","-113.58","2023-01-21","2","2","134.90","1","1","316.94","1","2","0","451.84","Yes"
"544449","121","8","112.38","Solo","45","48.00","Food vouchers","36-45","M","true","true","usa","LGA","40.777","-73.872","2023-01-21","4","4","6275.8","2","3","1086.602","2","4","1","7362.40","Yes"
"544647","74","8","69.50","Standard Travellers","26","0","10% off on taxi services","26-35","F","false","false","canada","YEG","53.31","-113.58","2023-01-21","1","0","602","0","0","0","0","1","0","0","No"
"545011","128","8","118.88","Solo","54","114.00","Food vouchers","46-60","F","true","true","usa","MEM","35.042","-89.977","2023-01-21","4","8","3400.7","4","5","2042.09","4","4","1","5442.79","Yes"
"545518","234","8","947.32","Solo","45","139.20","Food vouchers","36-45","F","false","true","canada","YXD","53.573","-113.521","2023-01-22","3","6","1847","5","4","2994.9675","3","3","1","0","Yes"
"545551","106","8","99.38","Solo","47","162.00","Food vouchers","46-60","F","false","true","usa","AUS","30.194","-97.67","2023-01-22","4","8","3539","4","4","1376.6660","4","4","0","0","Yes"
"545652","156","8","144.88","Solo","43","88.00","Food vouchers","36-45","F","false","false","usa","FYV","36.005","-94.17","2023-01-22","3","6","829","3","3","936.78","3","3","0","0","Yes"
"545803","186","9","154.00","Solo","53","120.00","Food vouchers","46-60","F","false","true","usa","DSM","41.534","-93.663","2023-01-22","3","6","1246","3","3","971.43","3","3","0","0","Yes"
"545848","80","8","74.75","Standard Travellers","50","0","10% off on taxi services","46-60","F","true","true","usa","LAX","33.942","-118.408","2023-01-22","1","0","738","0","0","0","0","1","0","738.00","No"
"546164","293","8","988.00","Solo","22","504.00","Food vouchers","18-25","F","false","false","canada","YAV","50.056","-97.032","2023-01-22","1","0","1960","2","0","0","0","1","0","0","Yes"
"546881","108","8","102.13","Solo","41","72.00","Food vouchers","36-45","F","true","true","usa","LGA","40.777","-73.872","2023-01-23","2","4","680","2","2","549.19","2","2","0","1229.19","Yes"
"546900","135","8","125.25","Solo","39","160.00","Food vouchers","36-45","F","false","false","usa","SAT","29.534","-98.47","2023-01-23","3","6","2392","3","3","1068.6890","3","3","0","0","Yes"
"547336","107","9","88.22","Solo","43","48.00","Food vouchers","36-45","F","true","false","usa","MSN","43.14","-89.337","2023-01-23","1","2","116","1","1","310.5","1","1","0","426.50","Yes"
"547568","152","8","141.25","Business","30","144.00","Access to Business Lounges","26-35","F","false","false","usa","JFK","40.64","-73.779","2023-01-23","2","2","9441.0","1","1","364.2870","1","2","0","0","Yes"
"548120","135","9","110.33","Solo","47","32.00","Food vouchers","46-60","F","false","false","usa","MCF","27.849","-82.521","2023-01-23","3","6","317.1","3","3","939.494","3","3","0","0","Yes"
"548185","110","9","91.22","Standard Travellers","27","0","10% off on taxi services","26-35","F","false","false","usa","LGB","33.818","-118.151","2023-01-23","2","0","2916","0","0","0","0","2","0","0","No"
"548708","155","8","144.00","Solo","38","132.00","Food vouchers","36-45","M","true","false","usa","CLE","41.412","-81.85","2023-01-23","3","4","6009.50","2","2","454.02","2","3","0","6463.52","Yes"
"549235","127","9","105.44","Standard Travellers","41","0","10% off on taxi services","36-45","F","true","true","usa","LAX","33.942","-118.408","2023-01-24","2","0","4042.0","0","0","0","0","2","0","4042.00","No"
"549389","165","8","153.25","Standard Travellers","18","0","10% off on taxi services","18-25","F","false","true","usa","LUF","33.535","-112.383","2023-01-24","2","0","4572.25","0","0","0","0","2","0","0","No"
"549572","149","8","139.63","Business","55","102.00","Access to Business Lounges","46-60","F","false","true","usa","LGA","40.777","-73.872","2023-01-24","4","8","1938.6","4","6","2299.67","4","4","1","0","Yes"
"550703","79","8","73.88","Standard Travellers","69","0","10% off on taxi services","60+","F","true","false","usa","SJC","37.362","-121.929","2023-01-24","2","0","7762","0","0","0","0","2","0","7762.00","No"
"550830","324","8","1016.50","Standard Travellers","78","0","10% off on taxi services","60+","F","true","false","usa","ATL","33.64","-84.427","2023-01-25","0","0","0","0","0","0","0","0","0","588.00","No"
"551051","90","8","84.13","Standard Travellers","48","0","10% off on taxi services","46-60","F","false","true","canada","YXU","43.036","-81.154","2023-01-25","1","0","567.0","0","0","0","0","1","0","0","No"
"551241","116","8","108.00","Solo","29","84.00","Food vouchers","26-35","M","false","false","usa","LAX","33.942","-118.408","2023-01-25","3","4","1269","2","2","1015.15","2","3","0","0","Yes"
"551468","152","8","141.25","Solo","52","150.00","Food vouchers","46-60","F","false","false","usa","OAK","37.721","-122.221","2023-01-25","4","8","3514","4","4","1847.67","4","4","0","0","Yes"
"551576","102","8","94.50","Solo","18","96.00","Food vouchers","18-25","F","false","false","usa","TLH","30.396","-84.35","2023-01-25","1","2","249","1","1","198.03","1","1","0","0","Yes"
"551847","82","8","76.75","Solo","37","180.00","Food vouchers","36-45","F","true","false","usa","DCA","38.852","-77.037","2023-01-25","2","4","2422.0","2","2","524.66","2","2","0","2946.66","Yes"
"552303","144","8","134.75","Solo","56","136.00","Food vouchers","46-60","F","true","false","usa","OKC","35.393","-97.601","2023-01-25","4","6","3881","3","3","600.10","3","4","0","4481.10","Yes"
"552314","81","8","76.13","Solo","52","88.00","Food vouchers","46-60","F","true","true","usa","SAN","32.733","-117.189","2023-01-25","4","6","738","3","3","1814.9965","3","4","0","2553.00","Yes"
"552653","293","9","896.20","Solo","59","104.00","Food vouchers","46-60","F","true","false","usa","PHL","39.872","-75.241","2023-01-25","1","2","180.0","3","1","127.03","1","1","0","1364.35","Yes"
"552726","76","9","61.78","Standard Travellers","60","0","10% off on taxi services","46-60","F","true","true","canada","YYJ","48.647","-123.426","2023-01-25","1","0","816","0","0","0","0","1","0","816.00","No"
"553208","146","9","120.67","Standard Travellers","25","0","10% off on taxi services","18-25","F","false","false","usa","RIC","37.505","-77.319","2023-01-26","1","0","531","0","0","0","0","1","0","0","No"
"554299","63","8","58.00","Standard Travellers","68","0","10% off on taxi services","60+","F","true","false","usa","SNA","33.676","-117.868","2023-01-26","0","0","0","0","0","0","0","0","0","0","No"
"554413","142","8","134.25","Solo","42","132.00","Food vouchers","36-45","F","false","true","usa","SNA","33.676","-117.868","2023-01-26","4","8","2776","4","4","2218.9125","4","4","0","0","Yes"
"555147","240","9","197.56","Solo","17","72.00","Food vouchers","Under 18","F","false","false","usa","DEN","39.858","-104.667","2023-01-26","1","2","104","1","1","517.59","1","1","0","0","Yes"
"555186","207","8","191.50","Solo","39","66.00","Food vouchers","36-45","F","false","true","usa","PDX","45.589","-122.597","2023-01-27","4","8","1757.6","4","4","2185.75","4","4","0","0","Yes"
"555492","111","8","103.50","Solo","50","36.00","Food vouchers","46-60","F","false","false","usa","ATL","33.64","-84.427","2023-01-27","2","4","0","2","2","460.10","1","2","0","0","Yes"
"555587","172","8","161.38","Solo","36","80.00","Food vouchers","36-45","F","true","false","usa","OPF","25.907","-80.278","2023-01-27","4","6","2522.40","3","3","1801.95","3","4","0","4324.35","Yes"
"555934","109","9","91.11","Solo","35","72.00","Food vouchers","26-35","M","false","false","canada","YQB","46.788","-71.398","2023-01-27","3","6","1205","3","3","933.92","3","3","0","0","Yes"
"556395","58","8","54.13","Standard Travellers","18","0","10% off on taxi services","18-25","F","false","false","canada","YED","53.667","-113.467","2023-01-27","0","0","0","0","0","0","0","0","0","0","No"
"557118","156","9","130.78","Solo","40","81.60","Food vouchers","36-45","F","false","false","usa","DAL","32.847","-96.852","2023-01-28","5","10","1436.2","5","5","1493.734","5","5","0","0","Yes"
"557307","50","8","46.75","Solo","48","72.00","Food vouchers","46-60","O","true","true","usa","STL","38.748","-90.36","2023-01-28","1","2","226","1","1","464.45","1","1","0","690.45","Yes"
"557562","188","8","174.63","Solo","38","112.00","Food vouchers","36-45","F","true","false","usa","JFK","40.64","-73.779","2023-01-28","5","6","7865.10","3","3","984.29","3","5","0","8849.39","Yes"
"557851","119","8","110.88","Business","46","160.00","Access to Business Lounges","46-60","F","true","false","usa","PHL","39.872","-75.241","2023-01-28","4","7","4262.85","4","7","7712.80","4","4","2","11975.65","Yes"
"557876","178","8","165.25","Solo","39","128.00","Food vouchers","36-45","F","false","false","usa","GRR","42.881","-85.523","2023-01-28","3","6","681.5","3","4","1740.54","2","3","1","0","Yes"
"557986","125","10","93.60","Solo","17","108.00","Food vouchers","Under 18","F","false","false","usa","SJC","37.362","-121.929","2023-01-28","2","4","1060","2","2","669.9","2","2","0","0","Yes"
"558019","103","8","94.38","Solo","38","72.00","Food vouchers","36-45","F","true","false","canada","YXU","43.036","-81.154","2023-01-28","2","4","934","2","2","526.73","2","2","0","1460.73","Yes"
"558202","68","8","63.75","Standard Travellers","17","48.00","10% off on taxi services","Under 18","F","false","false","usa","SAN","32.733","-117.189","2023-01-28","3","4","4660","2","4","3974.4990","2","3","2","0","Yes"
"558774","90","8","84.13","Solo","44","60.00","Food vouchers","36-45","F","true","false","canada","YXU","43.036","-81.154","2023-01-28","2","4","0","2","2","753.33","2","2","0","753.33","Yes"
"559226","121","8","111.88","Solo","39","48.00","Food vouchers","36-45","F","true","true","usa","ROC","43.119","-77.672","2023-01-28","1","2","0","1","1","85.06","1","1","0","85.06","Yes"
"559468","130","8","120.50","Solo","30","168.00","Food vouchers","26-35","F","false","false","usa","DSM","41.534","-93.663","2023-01-29","2","2","2446","1","1","314.62","1","2","0","0","Yes"
"560035","85","8","79.25","Solo","51","180.00","Food vouchers","46-60","F","false","false","usa","NZY","32.699","-117.215","2023-01-29","2","4","1987","2","2","645.99","2","2","0","0","Yes"
"560374","157","8","146.25","Solo","45","90.00","Food vouchers","36-45","F","true","false","usa","LGA","40.777","-73.872","2023-01-29","5","8","3142","4","9","12247.8905","4","5","2","15389.89","Yes"
"560519","106","8","98.50","Solo","51","204.00","Food vouchers","46-60","F","false","false","usa","RAL","33.952","-117.445","2023-01-29","2","4","847","2","2","697.72","2","2","0","0","Yes"
"560733","114","8","106.63","Business","53","88.00","Access to Business Lounges","46-60","F","true","false","usa","IND","39.717","-86.294","2023-01-29","4","6","2313","3","5","4031.13","3","4","1","6344.13","Yes"
"560747","155","8","143.38","Solo","42","90.00","Food vouchers","36-45","F","true","false","usa","MDW","41.786","-87.752","2023-01-29","4","8","1657.00","4","5","1605.29","4","4","1","3262.29","Yes"
"560870","114","8","106.13","Solo","54","108.00","Food vouchers","46-60","M","true","false","usa","SFF","47.683","-117.322","2023-01-29","2","4","532.00","2","2","1083.52","2","2","0","1615.52","Yes"
"560948","64","8","60.13","Standard Travellers","24","0","10% off on taxi services","18-25","F","false","false","usa","NZY","32.699","-117.215","2023-01-29","0","0","0","0","0","0","0","0","0","0","No"
"561367","88","8","82.50","Solo","42","72.00","Food vouchers","36-45","F","true","false","usa","NZY","32.699","-117.215","2023-01-30","2","4","165","2","2","785.79","2","2","0","950.79","Yes"
"562338","118","8","109.00","Solo","45","0","Food vouchers","36-45","F","true","false","usa","EFD","29.607","-95.159","2023-01-30","3","1","8680","1","1","245.51","1","3","0","8925.51","Yes"
"562832","153","10","114.80","Business","34","78.00","Access to Business Lounges","26-35","F","true","true","usa","BFL","35.433","-119.057","2023-01-30","5","8","6960","4","6","4017.5025","4","5","1","10977.50","Yes"
"563425","196","8","184.00","Solo","63","168.00","Food vouchers","60+","F","true","true","usa","BIF","31.849","-106.38","2023-01-31","2","2","1844.4","1","1","534.77","1","2","0","2379.17","Yes"
"563588","150","9","123.33","Solo","42","204.00","Food vouchers","36-45","F","true","true","usa","EFD","29.607","-95.159","2023-01-31","2","4","1263.50","2","2","819.535","2","2","0","2083.04","Yes"
"563592","134","8","124.88","Solo","37","168.00","Food vouchers","36-45","M","false","false","usa","EWR","40.692","-74.169","2023-01-31","3","4","2749","2","4","6428.6770","2","3","1","0","Yes"
"564234","122","9","100.22","Solo","45","96.00","Food vouchers","36-45","F","false","false","usa","GRR","42.881","-85.523","2023-01-31","2","4","312","2","2","447.505","2","2","0","0","Yes"
"564312","132","8","122.00","Solo","44","80.00","Food vouchers","36-45","F","true","false","usa","LGA","40.777","-73.872","2023-01-31","4","6","2641","3","3","857.315","3","4","0","3498.32","Yes"
"564434","64","8","59.63","Standard Travellers","36","0","10% off on taxi services","36-45","F","true","true","canada","YHM","43.173","-79.935","2023-01-31","0","0","0","0","0","0","0","0","0","0","No"
"564822","85","8","79.00","Standard Travellers","23","0","10% off on taxi services","18-25","F","false","false","usa","OPF","25.907","-80.278","2023-01-31","0","0","0","0","0","0","0","0","0","0","No"
"565212","152","8","143.13","Solo","50","102.00","Food vouchers","46-60","F","false","false","usa","BNA","36.124","-86.678","2023-01-31","4","8","1133","4","5","1507.3460","4","4","1","0","Yes"
"565387","80","8","74.63","Solo","21","168.00","Food vouchers","18-25","F","false","false","usa","JFK","40.64","-73.779","2023-02-01","2","4","176","2","3","9086.77","2","2","1","0","Yes"
"566002","64","8","59.38","Standard Travellers","68","0","10% off on taxi services","60+","F","true","false","usa","JFK","40.64","-73.779","2023-02-01","0","0","0","0","0","0","0","0","0","0","No"
"566312","90","8","84.00","Solo","18","48.00","Food vouchers","18-25","F","false","false","canada","YVR","49.195","-123.182","2023-02-01","2","2","2142","1","1","292.185","1","2","0","0","Yes"
"566336","168","8","155.13","Solo","49","48.00","Food vouchers","46-60","F","true","false","canada","YED","53.667","-113.467","2023-02-01","6","10","1677","6","11","7552.392","5","6","3","9229.39","Yes"
"566456","94","8","87.63","Standard Travellers","33","0","10% off on taxi services","26-35","M","false","true","usa","LGA","40.777","-73.872","2023-02-01","0","0","0","0","0","0","0","0","0","0","No"
"566726","88","8","82.63","Solo","55","96.00","Food vouchers","46-60","F","true","true","usa","PDX","45.589","-122.597","2023-02-01","2","3","615","2","2","949.83","2","2","0","1564.83","Yes"
"566996","126","8","114.75","Business","30","24.00","Access to Business Lounges","26-35","F","true","true","usa","DAL","32.847","-96.852","2023-02-01","1","2","0","1","1","384.92","1","1","0","384.92","Yes"
"567211","101","8","94.50","Solo","45","72.00","Food vouchers","36-45","F","false","false","usa","MCF","27.849","-82.521","2023-02-01","2","4","822","2","2","637.35","2","2","0","0","Yes"
"567548","133","9","110.22","Solo","46","96.00","Food vouchers","46-60","F","true","false","usa","TUS","32.116","-110.941","2023-02-02","1","2","279","1","1","404.93","1","1","0","683.93","Yes"
"567824","88","8","82.00","Standard Travellers","35","0","10% off on taxi services","26-35","F","false","true","canada","YOW","45.323","-75.669","2023-02-02","0","0","0","0","0","0","0","0","0","0","No"
"567885","132","8","121.75","Solo","39","72.00","Food vouchers","36-45","F","false","true","canada","YZD","43.742","-79.466","2023-02-02","3","4","1266.00","2","2","1046.14","2","3","0","0","Yes"
"568013","158","9","130.56","Solo","41","60.00","Food vouchers","36-45","F","true","false","usa","BNA","36.124","-86.678","2023-02-02","3","5","526","3","4","1499.8605","3","3","1","2025.86","Yes"
"568105","142","8","132.63","Solo","40","88.00","Food vouchers","36-45","F","false","true","usa","LGA","40.777","-73.872","2023-02-02","4","6","6025","3","3","572.02000000000000260","3","4","0","0","Yes"
"568696","92","9","75.89","Solo","49","176.00","Food vouchers","46-60","F","true","true","usa","TUL","36.198","-95.888","2023-02-02","3","6","1704","3","3","711.28","3","3","0","2415.28","Yes"
"569733","214","8","199.25","Solo","49","72.00","Food vouchers","46-60","F","false","false","usa","DAL","32.847","-96.852","2023-02-03","4","8","690","4","5","1385.60","4","4","1","0","Yes"
"570418","235","9","194.33","Solo","39","168.00","Food vouchers","36-45","F","false","false","canada","YKZ","43.862","-79.37","2023-02-03","4","8","1544","4","4","1964.42","4","4","0","0","Yes"
"570928","94","8","88.50","Solo","48","84.00","Food vouchers","46-60","F","false","false","usa","FAT","36.776","-119.718","2023-02-03","2","4","1360","2","3","3434.55","2","2","1","0","Yes"
"571208","312","8","1004.00","Family","34","384.00","Extra Baggage","26-35","F","true","true","usa","JFK","40.64","-73.779","2023-02-03","0","0","0","2","0","0","0","0","0","12234.80","Yes"
"571454","89","8","82.63","Solo","37","112.00","Food vouchers","36-45","F","true","false","usa","LAX","33.942","-118.408","2023-02-03","3","6","4211","3","4","3369.82","3","3","1","7580.82","Yes"
"571525","116","8","107.13","Solo","32","84.00","Food vouchers","26-35","F","false","false","usa","CLT","35.214","-80.943","2023-02-04","4","5","2053","3","4","1076.142","3","4","1","0","Yes"
"572428","194","9","159.67","Solo","41","108.00","Food vouchers","36-45","F","true","true","usa","OFF","41.118","-95.913","2023-02-04","2","4","840.10","2","2","594.78","2","2","0","1434.88","Yes"
"572728","178","8","165.13","Solo","56","132.00","Food vouchers","46-60","F","false","true","usa","LRF","34.918","-92.146","2023-02-04","5","8","2805","4","5","2028.88","4","5","1","0","Yes"
"573010","348","8","1039.50","Solo","45","210.00","Food vouchers","36-45","F","false","true","usa","JFK","40.64","-73.779","2023-02-04","2","4","3618","4","3","861.046","2","2","1","0","Yes"
"574206","92","8","86.25","Solo","36","72.00","Food vouchers","36-45","F","true","true","usa","PHX","33.434","-112.008","2023-02-05","2","2","1064","1","1","351.35","1","2","0","1415.35","Yes"
"575131","190","8","176.25","Solo","38","72.00","Food vouchers","36-45","F","false","false","canada","YQG","42.276","-82.956","2023-02-05","3","6","751","3","3","335.46","3","3","0","0","Yes"
"575677","159","9","131.56","Solo","43","108.00","Food vouchers","36-45","F","true","false","canada","YYZ","43.677","-79.631","2023-02-05","5","8","5385","4","4","669.581","4","5","0","6054.58","Yes"
"576169","168","8","155.50","Solo","39","91.20","Food vouchers","36-45","F","false","false","usa","DAL","32.847","-96.852","2023-02-06","5","10","1449.25","5","5","1329.20","5","5","0","0","Yes"
"577007","154","8","142.38","Business","39","72.00","Access to Business Lounges","36-45","F","true","false","usa","MSP","44.88","-93.217","2023-02-06","3","2","2215","1","1","323.224","1","3","0","2538.22","Yes"
"577541","411","8","1095.75","Solo","34","60.00","Food vouchers","26-35","F","false","false","usa","BWI","39.175","-76.668","2023-02-06","2","4","586.8","4","2","382.17","2","2","0","0","Yes"
"577930","113","8","105.50","Solo","46","80.00","Food vouchers","46-60","F","true","false","usa","LCK","39.814","-82.928","2023-02-06","4","6","1758.25","3","3","539.41","2","4","0","2297.66","Yes"
"578120","103","8","94.38","Solo","60","84.00","Food vouchers","46-60","F","true","false","usa","LSV","36.236","-115.034","2023-02-07","3","4","1500","2","2","1024.80","2","3","0","2524.80","Yes"
"580402","161","8","147.38","Solo","41","78.00","Food vouchers","36-45","F","false","false","usa","LAS","36.08","-115.152","2023-02-08","5","8","1720","4","5","3007.84","4","5","1","0","Yes"
"582446","173","8","270.05","Solo","33","264.00","Food vouchers","26-35","F","false","true","usa","ROC","43.119","-77.672","2023-02-09","2","2","670.5","3","1","387.75","1","2","0","0","Yes"
"583166","170","9","594.52","Business","21","288.00","Access to Business Lounges","18-25","F","false","true","usa","CMH","39.998","-82.892","2023-02-09","0","0","0","2","0","0","0","0","0","0","Yes"
"583499","135","8","124.25","Business","49","88.00","Access to Business Lounges","46-60","F","false","false","canada","YOW","45.323","-75.669","2023-02-09","3","6","1215.00","3","6","5564.7370","3","3","1","0","Yes"
"583664","109","9","90.56","Solo","48","48.00","Food vouchers","46-60","F","true","false","usa","DET","42.409","-83.01","2023-02-09","2","4","121","2","2","329.33","2","2","0","450.33","Yes"
"584030","158","8","145.75","Solo","53","66.00","Food vouchers","46-60","F","true","true","usa","ORD","41.979","-87.904","2023-02-09","4","8","933","4","4","1272.1250","4","4","0","2205.13","Yes"
"584115","173","8","837.05","Business","36","336.00","Access to Business Lounges","36-45","F","false","true","usa","IAH","29.98","-95.34","2023-02-09","2","0","1166","2","0","0","0","2","0","0","Yes"
"585310","109","8","101.38","Solo","35","72.00","Food vouchers","26-35","F","false","false","canada","YZD","43.742","-79.466","2023-02-10","3","6","1976","3","3","1126.51","3","3","0","0","Yes"
"585492","111","8","103.50","Solo","45","96.00","Food vouchers","36-45","F","false","false","usa","LGA","40.777","-73.872","2023-02-10","1","2","120","1","1","613.989","1","1","0","0","Yes"
"586096","102","8","94.25","Solo","47","104.00","Food vouchers","46-60","F","true","false","usa","ORD","41.979","-87.904","2023-02-10","4","6","714.9","3","3","1089.88","3","4","0","1804.78","Yes"
"586344","95","8","88.88","Standard Travellers","18","0","10% off on taxi services","18-25","F","false","false","canada","YED","53.667","-113.467","2023-02-10","1","0","736","0","0","0","0","1","0","0","No"
"587698","96","9","80.00","Solo","21","72.00","Food vouchers","18-25","F","false","false","usa","SLC","40.788","-111.978","2023-02-11","1","2","250","1","1","470.7","1","1","0","0","Yes"
"588732","113","8","104.75","Solo","38","72.00","Food vouchers","36-45","F","false","false","usa","LNK","40.851","-96.759","2023-02-12","3","6","1373","3","3","736.908","3","3","0","0","Yes"
"589162","144","9","120.11","Solo","49","128.00","Food vouchers","46-60","F","false","true","usa","SMF","38.695","-121.591","2023-02-12","3","6","1802.8","3","3","1507.31","3","3","0","0","Yes"
"589259","156","8","144.88","Business","38","72.00","Access to Business Lounges","36-45","M","true","true","usa","LAX","33.942","-118.408","2023-02-12","2","2","1676","1","1","736.89","1","2","0","2412.89","Yes"
"590130","95","8","88.75","Solo","59","60.00","Food vouchers","46-60","F","false","false","usa","AUS","30.194","-97.67","2023-02-12","2","4","285.35","2","2","960.649","2","2","0","0","Yes"
"590744","155","8","143.88","Solo","21","120.00","Food vouchers","18-25","F","false","false","usa","LAX","33.942","-118.408","2023-02-13","1","2","486","1","1","543.25","1","1","0","0","Yes"
"592035","285","9","836.86","Solo","43","162.00","Food vouchers","36-45","F","false","true","usa","LRF","34.918","-92.146","2023-02-13","2","4","126","4","4","1197.86","2","2","2","0","Yes"
